DUR,CENS,AGE,ED,WHITE,LOCRAT
343,0,20,13,0,4
147,0,25,17,0,2
126,0,21,11,0,6
1543,1,21,12,1,4
35,0,30,14,1,3
77,0,21,11,1,4
7,0,23,13,0,4
623,0,21,12,1,4
1078,0,31,16,1,2
964,1,22,12,0,6
147,0,19,9,1,2
112,0,27,15,0,2
35,0,18,10,1,4
7,0,25,14,0,3
14,0,17,11,0,3
446,1,25,14,0,5
182,0,19,12,0,3
21,0,21,12,0,3
287,0,26,16,1,3
190,1,23,12,0,3
266,0,25,14,0,1
105,0,19,10,1,3
31,1,23,12,1,3
1162,0,19,12,1,2
8,1,31,20,1,2
35,0,22,9,1,4
203,0,19,11,0,3
154,0,25,14,1,3
14,0,21,11,0,4
14,0,19,9,1,4
224,0,21,12,0,3
210,0,21,11,0,3
14,0,22,14,1,6
98,0,19,11,0,6
987,1,17,10,0,3
42,0,21,10,0,4
235,1,27,12,0,3
14,0,19,8,0,3
1185,1,21,12,1,3
90,1,27,12,0,2
140,0,19,11,0,4
28,0,22,11,1,3
272,1,22,12,1,3
347,1,25,13,0,3
385,0,24,15,1,4
154,0,21,12,0,3
87,1,24,12,1,2
84,0,23,12,0,4
147,0,19,12,0,3
519,1,30,16,1,2
56,0,21,12,0,5
861,0,22,14,1,3
826,0,19,12,1,3
21,0,22,12,0,3
1153,1,19,12,0,3
483,0,23,16,1,2
846,1,19,10,0,2
91,0,21,12,0,3
7,0,23,12,0,6
1009,1,19,11,1,2
35,0,19,10,0,2
147,0,26,16,1,3
21,0,23,12,1,5
42,0,24,15,0,5
189,0,21,11,0,3
140,0,19,11,0,5
119,0,21,12,0,3
84,0,18,11,0,3
154,0,23,13,1,3
122,1,24,12,1,5
33,1,26,11,0,2
344,1,23,13,0,3
504,0,18,12,0,5
28,0,19,8,0,3
399,1,27,16,1,1
1349,1,18,12,0,3
7,0,22,12,0,3
1426,1,23,13,0,6
224,0,21,12,1,6
210,0,31,16,1,1
709,1,32,16,1,1
42,0,20,10,0,3
1050,0,28,16,0,4
133,0,23,13,0,6
742,0,20,11,0,2
196,0,22,12,0,3
84,0,26,13,1,3
63,0,21,13,1,6
98,0,21,12,1,6
1379,0,23,16,1,4
182,0,26,14,0,4
394,1,22,12,0,3
128,1,30,12,0,2
455,0,18,9,0,4
266,0,20,12,0,4
84,0,20,11,0,5
56,0,21,13,1,6
350,0,22,16,0,3
91,0,18,10,0,2
161,0,23,13,0,5
672,0,23,14,0,2
63,0,20,12,0,5
973,0,22,13,0,3
105,0,21,12,1,3
70,0,20,12,1,2
386,1,26,11,1,5
77,0,22,12,0,3
119,0,23,14,0,5
316,1,21,11,0,4
378,0,19,12,1,5
49,0,21,12,0,2
7,0,18,11,0,3
70,0,20,9,1,6
175,0,19,12,1,3
350,0,25,11,1,6
273,0,24,12,0,4
14,0,20,12,1,2
532,0,21,12,1,6
126,0,21,10,0,3
63,0,20,11,0,6
35,0,25,16,1,3
35,0,24,11,0,5
224,0,17,8,1,3
392,0,19,10,0,4
245,0,25,13,0,4
273,0,27,12,1,3
231,0,22,13,0,3
238,0,25,12,0,4
189,0,22,12,0,6
364,0,21,12,1,3
322,0,20,12,1,4
490,0,21,13,0,3
21,0,23,16,1,3
42,0,31,14,1,3
7,0,19,10,0,2
35,0,19,12,1,5
112,0,19,10,0,3
182,0,17,9,1,2
179,1,22,11,1,3
42,0,20,13,0,4
8,1,21,12,0,3
504,0,25,16,1,3
380,1,23,12,1,3
21,0,25,14,0,3
98,0,21,12,0,3
175,0,20,12,0,3
105,0,19,10,1,3
56,0,28,13,0,2
1078,1,24,12,0,2
